OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID00595,GDF-15,CARDIOVASCULAR_III,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00450,GDF-2,CARDIOVASCULAR_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00328,GDF-8,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00522,HGF,INFLAMMATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00706,HGF,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00681,IGF1R,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01431,IGF2R,DEVELOPMENT,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00604,IGFBP-1,CARDIOVASCULAR_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00650,IGFBP-2,CARDIOVASCULAR_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00638,IGFBP-7,CARDIOVASCULAR_III,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01255,IGFBP3,CARDIOMETABOLIC,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01264,IGFBP6,CARDIOMETABOLIC,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01192,IGFBPL1,METABOLISM,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01414,INHBC,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00950,IRAK1,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00940,IRAK4,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01332,JUN,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00986,JUN,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01241,KIT,CARDIOMETABOLIC,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00480,LAP TGF-beta-1,INFLAMMATION,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00715,LYN,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01345,MAP2K6,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01090,MAP4K5,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05024,MAPT,NEUROLOGY,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01238,MET,CARDIOMETABOLIC,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00298,NBL1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00467,NEMO,CARDIOVASCULAR_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00981,NF2,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01325,NFATC1,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00973,NFATC3,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01310,NFKBIE,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01273,NOTCH1,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01475,NOV,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00584,Notch 3,CARDIOVASCULAR_III,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01327,PAK4,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00997,PIK3AP1,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01112,PTK7,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00716,RET,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01209,ROR1,METABOLISM,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05150,RPS6KB1,NEURO_EXPLORATORY,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00321,RSPO1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00737,RSPO3,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00408,SCF,CARDIOVASCULAR_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00500,SCF,INFLAMMATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00684,SCF,ONCOLOGY_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID05171,SFRP1,NEURO_EXPLORATORY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00388,SRC,CARDIOVASCULAR_II,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00503,TGF-alpha,INFLAMMATION,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00687,TGF-alpha,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01291,TGFBI,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01279,TGFBR3,CARDIOMETABOLIC,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00665,TGFR-2,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01331,TP53,CELL_REGULATION,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00963,TRAF2,IMMUNE_RESPONSE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00330,WFIKKN1,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01440,WFIKKN2,DEVELOPMENT,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00742,WIF-1,ONCOLOGY_II,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01313,WNT9A,CELL_REGULATION,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID01070,YES1,ORGAN_DAMAGE,MAPK_PI3K_NFkB_cell_growth_survival,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
OID00312,sFRP-3,NEUROLOGY,TGF_BMP_Wnt_Notch_developmental_signaling,mTOR / MAPK / NF-kB / growth-survival signaling,yes,needs biologist review
